Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Income per capita
0,0,1,0,0.3920903288424788,1,0,2,1,1,1,1,1,1,0,0,1,-1.4760643460664828,-0.6233768747227424,0,-1.921679907836553,-0.3541658544117824
0,0,1,0,-1.0738427650786138,1,2,1,0,2,0,0,0,2,0,1,2,0.8637458301674186,-0.7812721058626468,0,-0.08731876434014385,-0.3541658544117824
0,0,1,0,0.22920887396235737,1,0,2,1,1,1,1,1,1,1,1,1,-1.479387940066815,-0.6477244827120217,0,0.009048595272109897,-0.3541658544117824
1,0,0,0,-0.5851984004382496,1,0,2,1,1,1,1,1,1,2,0,1,-1.4860351280674797,-0.8358610764496711,0,-1.3679902539240423,-0.3541658544117824
0,0,1,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.5009913010689746,-0.9661638234675456,0,0.1519089792586966,-0.3541658544117824
1,0,1,0,-0.21871512695797646,1,0,0,0,2,0,2,0,0,0,1,2,-0.3643221529553466,-0.39382948081475044,0,-1.5531170237054772,-0.3541658544117824
1,0,0,1,0.35136996512244845,1,0,0,2,2,2,0,2,0,1,0,3,0.18074726309914202,0.27046509291994636,0,0.8154912362378123,-0.3541658544117824
1,0,1,1,0.7178532386027215,1,0,0,2,0,0,2,2,2,1,0,2,0.356897745116751,0.7698007595794988,0,0.6261378278768926,-0.3541658544117824
1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,2,-1.4760643460664828,-0.4094799378087658,0,0.46383490642467584,-0.3541658544117824
0,0,0,0,1.5322605130033284,1,2,2,1,1,1,1,1,1,1,0,1,-1.286619488047545,-0.1878571053406208,0,0.056386947362339804,-0.4360324973959032
1,0,1,1,0.47353105628253944,1,0,2,1,1,1,1,1,1,1,0,0,-1.4677553610656522,-0.5986098609748083,0,-1.6308871735679977,-0.4360324973959032
0,0,1,1,0.06632741908223598,1,0,2,1,1,1,1,1,1,1,1,0,-1.4843733310673135,-0.7062867710126182,0,-1.7991073890314933,-0.4360324973959032
0,1,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.3447823830533592,-0.22216008160112852,0,-0.002785992750447582,-0.4360324973959032
1,0,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,1,2,-1.3381351950526947,-0.20560459112791052,0,-0.28935208843951793,-1.384929619318896
0,0,0,0,1.2879383306831464,1,2,1,0,2,2,2,2,2,2,1,1,1.5201556452330371,2.113510588347765,0,1.1138919199494401,-1.384929619318896
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3132082400502028,-0.19456759747909852,0,0.12739447549768468,-1.384929619318896
1,1,1,0,-0.13727439951791576,1,0,1,2,0,2,0,0,2,1,0,0,0.8421424691652587,0.16545913534514883,0,-0.716242584967484,-0.5671578831925035
0,0,1,0,-0.38159658183809786,1,0,0,2,0,2,2,0,2,1,1,0,0.13255515009432434,-0.2615621489273874,0,-0.7449837273079808,-0.34029015221108394
1,0,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,3,-1.5142856770703037,-0.5417693436834264,0,-0.16677956963445834,-0.22142163669176723
0,0,0,0,1.2879383306831464,1,2,1,2,2,2,2,2,2,2,1,0,1.6730409692483204,2.230414425075981,0,0.687001423421474,-0.7274222436105706
1,0,0,0,-0.3408762181180675,1,2,1,0,2,0,0,2,2,0,1,0,1.1595456961969886,0.05427246132701678,0,0.6819294571260922,0.6625762243443963
1,0,1,0,-1.2367242199587352,1,2,1,0,0,2,0,2,0,0,1,2,0.8870109881697443,-0.9317284032832521,0,0.41311524347085804,1.23367700075481
0,0,1,1,0.06632741908223598,1,0,0,2,2,2,2,2,2,2,0,3,0.6643301901474837,0.24613955891796457,0,-2.0121299734375278,-1.384929619318896
1,0,1,1,0.8400143297628127,1,2,0,0,0,2,2,2,2,1,1,3,0.464914550127549,0.73309171870355,0,0.550903661162063,-0.2199184356200249
0,0,1,1,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,1,-1.479387940066815,-0.6218316956119087,0,-1.9698635876426798,-0.904857785502002
1,0,0,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.491020519067978,-0.33211061233059364,0,1.1240358525402037,0.22641665183577514
1,0,1,1,1.6137012404433893,1,2,1,2,2,0,2,0,2,2,1,1,1.0963974101906757,2.079229686074555,0,-0.29273339930310577,1.7893988738927826
0,0,0,0,-1.0331224013585834,1,0,1,0,0,2,2,2,2,0,1,2,1.1844726511994805,-0.6917620873707816,0,0.5416050562871964,1.671917928593536
0,0,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,1,1,-1.3397969920528607,-0.2650277649331144,0,0.2888520692340045,1.3160061671456207
0,1,0,0,0.35136996512244845,1,0,1,0,0,2,2,2,2,1,1,0,1.2077378092018058,0.7656508499675454,0,-1.8371471362468565,0.44166348222410984
1,0,1,1,1.4100994218432374,0,1,0,2,0,0,0,2,2,2,0,1,-0.4607063789649817,0.44136190257815133,0,0.7444837081024674,3.431530413919608
1,0,1,0,1.4915401492832983,1,2,1,2,2,2,2,0,2,1,1,1,1.4104770432220732,2.222931343382087,0,1.297328034299081,3.431530413919608
0,1,1,0,1.5322605130033284,1,2,0,2,2,2,2,2,2,2,1,0,0.9119379431722362,1.8509184354552293,0,0.730113136932219,2.5699071226820704
1,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,0,1.6165398712426726,2.596864688203838,0,1.6456030532486297,7.329619870076655
1,0,1,1,0.06632741908223598,0,1,0,0,0,0,2,2,0,2,1,2,-0.8046983579993692,-0.4220841845557092,0,-0.42544985069892893,1.0502864700022454
0,0,1,1,1.3286586944031769,1,2,2,1,1,1,1,1,1,2,0,1,-1.288281285047711,-0.27683734813734323,0,0.8045019759311518,1.3789671658812899
0,0,0,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,1,1.5683477582378549,2.4343339197314315,0,-0.18453145166829457,0.9763983557835262
0,0,1,1,1.6137012404433893,0,1,0,2,0,2,0,2,2,2,1,1,-0.3643221529553466,0.7375065161630748,0,0.46806154500416064,0.14749859556930273
1,0,0,1,0.10704778280226633,1,0,0,0,0,0,2,2,2,1,1,3,0.2438955491054544,0.09413808238652581,0,0.9380637550428719,0.14749859556930273
0,0,1,0,-0.8295205827584317,1,2,0,2,0,2,0,2,2,1,0,2,0.46823814412788106,-0.6203527384629679,0,-1.6105993083864707,1.1293779725462265
0,0,1,1,1.2064976032430856,1,0,0,2,0,2,2,2,0,1,1,0,0.19902703010096928,0.8748067171542961,0,-0.22595250974724573,-0.03479344209237312
0,0,0,0,-0.30015585439803716,1,0,0,2,0,0,2,2,2,0,1,1,0.37850110611891075,-0.12757304603080968,0,-0.3764208431769051,0.9661650254105111
0,0,0,0,0.7992939660427822,0,1,0,2,2,0,2,0,0,2,0,3,-0.8528904710041867,-0.13236310127439416,0,-0.12958515013499197,0.9661650254105111
1,1,0,0,-0.9924020376385531,1,0,1,0,0,0,0,0,0,0,1,1,0.1724382780983114,-0.7589994526793442,0,-1.2352738025282193,0.9661650254105111
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9925422382882063,0,0.4883494101856877,0.9661650254105111
0,0,1,1,0.9621754209229036,1,0,2,1,1,1,1,1,1,2,0,3,-1.4860351280674797,-0.5261630346640064,0,0.6523429870696985,0.6078828315033099
0,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,0,-1.505976692069473,-0.9070055375099133,0,0.3902913951416401,2.1505140236659597
0,0,1,0,0.5956921474426305,1,2,2,1,1,1,1,1,1,1,0,2,-1.2583689390447208,-0.45519516550214517,0,-1.7061213402828275,-1.384929619318896
1,1,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,2,-1.5142856770703037,-0.9909970591773726,0,0.1493729961110057,0.399920744770342
0,0,0,0,-0.5851984004382496,1,0,0,0,0,2,0,0,0,0,1,3,-0.4906187249679718,-0.6133111365150258,0,0.4663708895723667,1.3211517400450463
0,0,0,0,-0.9924020376385531,1,0,0,2,0,0,0,2,0,0,1,2,-0.1582593249347472,-0.7920883596384827,0,1.2356191110386028,1.3211517400450463
1,0,1,0,0.5142514200025698,1,2,1,2,0,2,0,0,0,0,1,3,0.6576830021468192,0.6322135967534084,0,-0.9394091019642823,1.3211517400450463
1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,0,3,-0.641842251983089,-0.9448624257253384,0,-0.6207205530711273,1.4242366443110686
0,0,0,0,0.22920887396235737,1,0,2,1,1,1,1,1,1,1,0,3,-1.4860351280674797,-0.7080085420218328,0,0.11725054290692112,1.4242366443110686
1,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,2,1.6879971422498155,2.712179197846625,0,1.2592882870837177,1.4242366443110686
0,0,1,1,1.5729808767233588,1,2,1,2,2,2,0,2,0,2,1,1,1.1379423351948288,2.1101553422785257,0,-0.08055614261296815,1.4242366443110686
1,0,1,1,1.369379058123207,0,1,0,0,0,0,2,2,2,2,0,0,-0.47233895796614456,0.477960573517612,0,0.2127725748032779,1.4242366443110686
0,0,1,1,-0.7888002190384014,1,2,2,1,1,1,1,1,1,2,1,0,-1.3215172250510334,-0.8606280901976051,0,0.28208944750682885,1.4242366443110686
0,0,1,1,1.3286586944031769,1,2,0,2,2,2,2,2,2,2,0,0,0.8903345821700764,1.6255430251464884,0,0.44016573037956086,1.4242366443110686
1,0,1,1,-0.7073594915983407,1,0,2,1,1,1,1,1,1,2,0,3,-1.5093002860698053,-0.8843134785679557,0,-1.4018033625599209,1.4242366443110686
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,1,-1.3265026160515319,-0.18103624326565507,0,-0.2817441389964453,1.4242366443110686
0,0,1,1,0.3920903288424788,1,0,1,0,0,2,2,2,2,2,1,2,1.1844726511994805,0.8925542029415857,0,-0.9596969671458093,1.4242366443110686
0,0,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3215172250510334,-0.23350611107210728,0,-0.28258946671234225,1.4242366443110686
0,0,0,0,0.10704778280226633,1,0,2,1,1,1,1,1,1,0,0,0,-1.5126238800701375,-0.7347401406392554,0,0.4968026873446574,1.4242366443110686
0,0,1,1,0.8400143297628127,1,0,1,0,2,2,2,2,2,0,1,0,1.4453747802255617,1.6128063344757595,0,1.342975730957517,1.4242366443110686
1,0,0,0,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,1,-1.4827115340671475,-0.5734675894428145,0,-0.0010953373186536565,1.4242366443110686
0,1,0,1,-0.0965540357978854,1,2,1,0,0,0,2,2,2,0,1,2,1.2143849972024705,0.30576139860884705,0,-1.6570923327608036,1.4242366443110686
1,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,0,0,1,-1.4876969250676457,-0.919698080206047,0,-1.6816068365218155,1.4242366443110686
0,0,0,1,-0.8295205827584317,1,2,1,0,2,2,0,2,2,0,1,2,1.3473287572157604,-0.4442464678025236,0,1.2787308245493478,1.4242366443110686
0,1,0,0,1.002895784642934,1,0,0,2,0,2,2,2,0,2,0,0,0.16911468409797886,0.7598233173209727,0,0.3032226404042529,2.885290270618779
0,0,1,0,1.0436161483629645,1,0,0,2,2,0,0,2,0,0,1,1,0.016229360082695727,0.6664944990266185,0,1.277885496833451,2.885290270618779
0,0,0,0,0.18848851024232702,1,0,2,1,1,1,1,1,1,2,0,3,-1.4943441130683104,-0.6483646283436528,0,0.7909767324768003,2.885290270618779
0,0,1,1,0.47353105628253944,1,0,2,1,1,1,1,1,1,0,0,3,-1.5009913010689746,-0.6629555339473823,0,1.000618006019247,0.2803006287151541
1,0,0,1,-0.21871512695797646,1,0,2,1,1,1,1,1,1,1,0,1,-1.4860351280674797,-0.7633259541896785,0,-1.690905441396682,2.885290270618779
0,0,0,0,-0.9924020376385531,1,0,0,0,0,0,2,0,0,0,0,2,-0.5105602889699654,-0.8271859994417048,0,-1.262324289436922,1.2389960199317442
0,1,1,0,-0.30015585439803716,1,0,1,0,2,2,0,0,2,0,0,0,0.785641371159611,-0.04007176038302812,0,0.37930213483497954,1.2389960199317442
0,0,1,1,1.002895784642934,1,2,1,0,2,0,0,2,2,0,1,2,1.1911198392001445,1.4700317846347273,0,1.6489843641122175,1.2389960199317442
0,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,3,-1.505976692069473,-0.8987057182860065,0,0.32773714416526484,0.9816595595346244
0,0,1,1,1.2064976032430856,1,0,2,1,1,1,1,1,1,2,0,0,-1.477726143066649,-0.43519613301049775,0,0.1468370129633148,0.9816595595346244
0,0,1,0,1.3286586944031769,1,2,1,0,2,2,2,2,2,2,1,0,1.4254332162235683,2.1195147128927188,0,-0.17523284679342796,2.3375469262462074
0,0,1,0,1.5729808767233588,1,2,0,0,0,2,2,2,2,2,1,0,0.5214156481331973,1.4923485857926253,0,0.0994986608730849,3.0023086925113356
0,0,1,1,-0.46303730927815856,1,0,0,0,2,0,0,2,0,1,1,1,-0.196480655938568,-0.4708235485088629,0,-1.3147346078225337,-0.22922671917966012
1,0,1,0,1.5729808767233588,1,2,1,2,2,2,0,2,2,1,1,2,1.4902432992300467,2.460028040945866,0,0.13838373580434518,0.008510311858973288
0,0,0,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,2,0.34526516611558833,-0.7756432391017528,0,-0.15579030932779783,1.0573399519542672
0,0,0,0,1.6137012404433893,1,0,0,2,2,2,2,0,2,2,1,1,0.27380789510844483,1.317059052662193,0,0.6143032398543352,0.2911699287723679
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,2,0.1774236690988095,-0.976472375535536,0,-1.62750586270441,-1.384929619318896
0,0,1,1,1.6137012404433893,1,2,1,0,2,2,2,0,2,2,1,0,1.1263097561936661,2.1400876690541035,0,0.18234077703098725,0.4628239280801749
0,0,1,1,1.2879383306831464,1,2,1,0,2,2,2,2,2,1,1,2,1.5517297882361936,2.2007911341225697,0,0.6159938952861291,0.26654055736612814
0,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,2,1.6663937812476561,2.743700851707633,0,0.15951692870176926,0.4583721402907842
0,0,0,0,-0.13727439951791576,1,2,1,0,0,2,0,2,2,0,0,0,1.1894580421999785,0.2634897129338971,0,0.3776114794031856,1.6990911787365703
0,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,2,1,3,-1.4744025490663168,-0.8920614481094218,0,0.4080432771754763,0.3499104014219913
0,0,0,0,-0.055833672077855064,1,2,1,2,2,0,0,2,2,0,0,2,1.3157546142126038,0.40778736789846515,0,0.777451489022449,0.3499104014219913
0,0,1,1,-0.748079855318371,1,2,0,0,2,0,2,2,2,0,0,1,0.5214156481331973,-0.5054355605915374,0,1.1595396166078762,1.1469538620004447
0,0,0,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.8836873941694119,1.9492580488661442,0,0.8264804965444729,0.8940113739668791
1,0,1,1,-0.30015585439803716,1,0,2,1,1,1,1,1,1,1,0,2,-1.491020519067978,-0.7842741681351237,0,-0.22510718203134877,0.024178292260595282
1,0,0,0,-0.5851984004382496,1,0,0,2,0,2,2,2,0,0,1,2,0.11926077409299518,-0.43358473193777125,0,1.3463570418211048,0.024178292260595282
1,0,1,0,1.5729808767233588,1,0,0,0,2,2,2,2,2,2,1,1,0.47654712912871167,1.449348458536854,0,1.2440723881975724,0.024178292260595282
1,1,1,1,-0.1779947632379461,1,2,0,0,0,0,0,0,0,1,1,2,-0.4573827849646494,-0.3973833927696679,0,0.6717855245353287,0.7831213872129641
0,0,0,1,-1.2367242199587352,1,2,1,2,0,0,0,0,0,0,0,1,0.5247392421335293,-0.9243777655131433,0,0.79943000963577,0.7299890108694563
1,0,1,1,-0.62591876415828,1,2,0,0,2,2,2,0,0,0,1,3,0.06442147308751339,-0.5319243453486862,0,-1.3409397670153396,2.45971092103819
1,0,0,0,0.9621754209229036,1,2,1,2,2,0,0,0,0,0,1,2,0.719169491152966,1.1657197957496828,0,0.04117104847619448,0.9968650165295564
0,0,1,0,1.125056875803025,0,1,0,2,2,2,0,0,2,1,0,2,-0.4889569279678058,0.2779481746138408,0,0.9236931838726236,0.7831213872129641
0,0,0,0,0.025607055362205634,1,2,2,1,1,1,1,1,1,2,0,1,-1.2982520670487077,-0.6427136875954611,0,-0.8641749352494525,0.8296049895853039
0,0,0,0,-1.2774445836787656,1,0,1,2,2,0,2,0,0,0,1,3,0.6194616711429987,-0.9706006949143678,0,1.318461227196505,0.8940113739668791
1,0,1,0,1.247217966963116,1,2,1,2,0,0,2,0,0,2,1,1,0.6610065961471517,1.3667696720564424,0,0.1721968444402237,0.337248823163854
0,0,0,0,0.9214550572028734,1,0,0,0,2,2,0,0,2,2,1,3,-0.00038860991896550476,0.5894562833579107,0,0.19755667591713258,0.37425069569904984
0,0,1,0,1.3286586944031769,1,2,1,2,2,0,2,2,0,1,1,0,1.1761636661986499,1.9255505865084965,0,0.4350937640841791,0.15270198389456466
1,0,0,0,1.247217966963116,1,2,2,1,1,1,1,1,1,2,0,3,-1.3132082400502028,-0.3190207378631027,0,0.10964259346384846,0.5126608251510169
0,1,1,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,1,1.6032454952413433,2.518943513043225,0,0.1586716009858723,-0.11689134677983892
0,0,1,1,0.14776814652229667,0,1,0,2,0,2,2,0,0,2,0,1,-0.801374763999037,-0.32429642082723487,0,-1.5522716959895801,1.4812426541856047
1,0,0,0,-0.4223169455581282,1,0,1,0,2,2,2,0,2,0,1,0,1.003336778181373,-0.06141730609983049,0,-0.1338117887144768,1.700652195234149
0,1,0,0,-1.1145631287986442,1,0,0,2,2,0,2,0,0,0,0,1,-0.1615829189350795,-0.8803401608543835,0,-0.6241018639347151,0.4953161974001438
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,1,-1.4943441130683104,-0.9986788067569455,0,-1.0746615365077963,0.2364765359312815
1,0,0,0,0.9621754209229036,1,0,0,0,2,2,2,2,2,2,1,1,0.5662841671376824,0.9944477283074182,0,-0.0010953373186536565,0.2364765359312815
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,1,3,-1.4876969250676457,-0.9893635841173483,0,-1.828693859087887,0.2364765359312815
1,0,0,0,0.10704778280226633,1,2,0,2,0,2,0,0,0,0,1,2,-0.17155370093607614,-0.08256418593095433,0,-1.8709602448827352,0.08112648670929516
0,0,1,0,1.2879383306831464,1,2,2,1,1,1,1,1,1,2,0,1,-1.3215172250510334,-0.30776300434131443,0,0.9617329310879869,1.515758463409842
0,0,0,0,-0.7073594915983407,1,2,1,2,0,2,0,0,0,0,1,1,0.6510358141461546,-0.4323265146618066,0,-0.9182759090668582,0.02643309386820878
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,2,0,0,3,-0.30615925794953225,-0.9828959058391444,0,-1.854053690564796,0.2778723808300319
0,0,1,1,1.5322605130033284,1,0,0,2,0,0,2,2,2,2,0,1,0.35191235411625243,1.3932363828262935,0,1.7554956563152349,1.4812426541856047
0,0,0,0,0.26992923768238775,1,0,0,0,0,0,2,0,2,1,0,2,-0.18152448293707302,-0.03212512495588348,0,1.2195578844365604,0.0342959917819379
0,0,0,0,-0.13727439951791576,1,2,0,2,0,0,0,0,2,0,1,2,0.04447990908551963,-0.16324460950377004,0,1.0056899723146289,0.0342959917819379
0,0,1,1,-0.748079855318371,1,0,2,1,1,1,1,1,1,2,0,3,-1.5275800530716328,-0.8945999566486486,0,1.14178773457404,1.5405612810935905
0,0,0,0,1.1657772395230555,1,2,0,2,0,2,2,2,2,2,0,1,0.720831288153132,1.2773700235010652,0,0.059768258225927656,1.5405612810935905
1,0,0,1,-0.7888002190384014,1,0,0,2,0,0,0,0,0,0,1,1,-0.4208232509609946,-0.711341714103774,0,0.4469283521067366,1.5405612810935905
0,0,0,0,1.369379058123207,0,1,0,2,2,2,2,0,0,2,1,3,-0.5770321689766102,0.3952714171007124,0,1.7199918922475623,1.5148912320222985
0,0,1,0,1.0843365120829946,1,2,1,2,2,2,0,2,2,1,1,1,1.475287126228552,1.8876936982930714,0,0.664177575092256,0.41709192624370633
1,0,1,1,1.2064976032430856,1,2,1,2,2,0,0,2,0,1,1,1,1.003336778181373,1.549564360868067,0,-0.11690523439653755,0.41709192624370633
1,1,1,0,0.025607055362205634,1,0,1,2,2,0,2,0,2,1,1,2,0.9568064621767214,0.341521258030998,0,0.011584578419800784,0.41709192624370633
1,0,0,1,1.369379058123207,1,0,0,0,2,2,2,2,2,2,1,1,0.4898415051300408,1.2865528022168768,0,-0.09746269693090741,0.41709192624370633
0,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,1,1.6713791722481544,2.70321715900379,0,1.2719682028221722,0.41709192624370633
0,0,1,1,0.758573602322752,1,2,1,2,0,0,2,2,0,1,1,3,1.0099839661820376,1.200000698022893,0,1.7681755720536891,0.41709192624370633
1,0,0,0,1.247217966963116,1,2,1,0,2,0,2,2,2,0,0,2,1.3506523512160928,1.9563217248013838,0,0.12739447549768468,0.41709192624370633
1,0,0,0,-0.21871512695797646,1,0,2,1,1,1,1,1,1,1,0,0,-1.4843733310673135,-0.7590436006539395,0,-0.8219085494546045,0.41709192624370633
0,1,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9670467829594506,0,-0.7948580625459016,0.41709192624370633
1,0,1,1,0.3920903288424788,1,0,2,1,1,1,1,1,1,2,0,3,-1.46443176706532,-0.6414996182940917,0,0.777451489022449,0.41709192624370633
0,0,0,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,1,0,3,-1.4760643460664828,-0.7348725845630413,0,0.3716941853919069,0.9859957164723426
1,0,0,0,-0.0965540357978854,1,0,2,1,1,1,1,1,1,1,0,3,-1.4976677070686424,-0.7314731905192071,0,-0.9284198416576217,0.9859957164723426
1,0,1,1,1.5729808767233588,1,0,0,2,2,2,2,2,2,2,0,0,0.6875953481498096,1.6546586143920543,0,0.8400057399988242,0.8715211733165804
1,0,1,0,0.5549717837226001,0,1,0,2,0,2,2,0,0,2,0,1,-0.8096837489998675,-0.19390537786016981,0,-1.5903114432049434,0.9859957164723426
1,0,0,0,1.4915401492832983,1,2,1,0,2,0,2,2,2,1,1,0,1.3440051632154282,2.2533713718655104,0,1.5610702816589335,0.9859957164723426
0,0,1,0,1.6137012404433893,1,2,1,2,2,2,0,2,0,2,0,0,1.1927816362003112,2.230414425075981,0,1.6734988678732294,0.02412047683475904
1,0,0,0,-0.1779947632379461,1,0,1,0,0,2,2,0,2,0,0,2,0.8720548151682491,0.1519719291063007,0,-1.650329711033628,0.02412047683475904
0,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.7278802702538025,2.64672982550917,0,0.5897887360933233,-0.49014773597862715
0,0,0,0,-1.0331224013585834,1,0,0,2,0,0,0,0,2,1,1,2,-0.18817167093773737,-0.8444037095338516,0,0.3125212452791195,1.1981205138655202
0,0,0,0,-0.4223169455581282,1,0,0,2,0,0,0,0,0,0,1,2,-0.4972659129686364,-0.5442857782353556,0,0.22545249054173233,-1.384929619318896
1,0,0,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.5109620830699715,-0.38281456115323603,0,0.2719455149160653,-1.384929619318896
1,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,1,-1.4993295040688086,-0.9324789188513712,0,0.11386923204333327,1.6534748077517742
1,0,1,0,0.7992939660427822,1,2,0,2,2,2,2,0,2,1,1,1,0.5529897911363537,0.9149813740359718,0,0.1924847096217508,2.7282635740475416
0,0,0,0,1.4508197855632678,0,1,0,2,0,2,2,0,0,2,0,3,-0.8595376590048512,0.19305161946717883,0,0.7419477249547766,1.4703155387025546
0,0,1,0,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,0,0.7706851981581158,1.8027529951718142,0,-0.10337999094218614,2.278517376467403
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.9846397508356568,0,-0.9301104970894156,0.09650538998173594
0,1,0,0,0.06632741908223598,1,2,1,0,2,0,2,2,0,0,1,2,1.0498670941860242,0.40101065379809464,0,0.8662108991916301,0.9752420472668013
0,0,0,0,0.10704778280226633,0,1,0,0,0,0,0,0,0,0,0,2,-1.3497677740538576,-0.6487178121404148,0,0.5889434083774263,1.8011932207633765
0,0,1,1,1.1657772395230555,1,0,2,1,1,1,1,1,1,1,0,1,-1.517609271070636,-0.5024555723063582,0,-0.0205378747842838,0.43258646036781956
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6900343649879066,-0.9879949969048957,0,-1.3654542707763515,-1.384929619318896
0,0,1,1,0.8400143297628127,1,0,0,0,0,2,0,0,2,1,0,1,-0.1383177609327537,0.4481386166785219,0,0.38352877341446434,-1.384929619318896
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.2999138640488739,-0.17434782511447497,0,1.025132509780259,2.333152953882653
1,1,1,0,0.35136996512244845,0,1,0,0,2,2,0,2,2,0,1,2,-0.35933676195484804,-0.029365876543680478,0,-0.4060073132332988,0.8433072455084936
0,0,1,0,-0.3408762181180675,1,0,2,1,1,1,1,1,1,1,0,1,-1.4744025490663168,-0.7942736843809475,0,-1.1236905440298202,1.1200118735607552
1,0,0,0,-0.9924020376385531,0,1,0,2,0,0,0,0,0,0,0,3,-1.1769408860365806,-0.9118618147153905,0,0.8188725471014001,-1.384929619318896
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.4727407520661506,-0.9983918449220767,0,-1.873496228030426,1.406082600598488
0,0,0,0,0.880734693482843,1,2,1,0,0,2,2,0,2,2,1,0,1.0083221691818711,1.228608585560614,0,0.35901426965345246,0.5716325595039853
1,0,0,0,0.35136996512244845,1,2,2,1,1,1,1,1,1,0,1,0,-1.3132082400502028,-0.567507612872456,0,-0.7940127348300047,0.5716325595039853
0,0,1,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,0,0,3,-0.6601220189849164,-0.6367316370378049,0,1.2187125567206636,0.8459667550969608
0,0,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,0,0.9268941161737314,1.9650630237712434,0,1.6413764146691447,1.8194050799017931
1,0,0,0,1.2064976032430856,0,1,0,2,2,2,2,0,0,2,1,0,-0.7000051469889033,0.14850631310057377,0,0.7216598597732494,1.548713256136501
0,1,1,1,0.9621754209229036,1,0,0,2,0,0,2,2,2,2,1,1,0.2605135191071156,0.795737694654207,0,1.6540563304075993,-1.384929619318896
1,0,1,1,-0.015113308357824713,1,0,2,1,1,1,1,1,1,2,0,3,-1.5225946620711341,-0.7363736156992796,0,0.2829347752227258,0.7597639551751217
1,0,0,0,-0.46303730927815856,1,0,2,1,1,1,1,1,1,0,0,1,-1.4710789550659844,-0.8295699900698482,0,1.0597909461320345,-0.9170568403534494
1,0,1,1,1.2064976032430856,1,0,2,1,1,1,1,1,1,1,0,0,-1.4893587220678117,-0.45786611796515764,0,0.3404170599037193,1.4743626185110916
0,0,0,0,-1.2367242199587352,0,1,0,0,0,0,0,0,0,0,0,2,-1.3381351950526947,-0.9869354455146097,0,1.1713742046304336,-1.384929619318896
